Date,cluster,signal,returns,strategy_returns,equity
2025-06-12,0,1,0.002112895022762018,0.002112895022762018,0.9598164220137988
2025-06-13,0,1,-0.013805244367089187,-0.013805244367089187,0.9465659217603531
2025-06-16,0,1,0.010028031208825672,0.010028031208825672,0.9560581143649768
2025-06-17,0,1,-0.014010719296581597,-0.014010719296581597,0.94266305249339
2025-06-18,0,1,0.004804743182752258,0.004804743182752258,0.9471923063684901
2025-06-20,0,1,0.02248450514132916,0.02248450514132916,0.9684894566508598
2025-06-23,0,1,0.00248757334336136,0.00248757334336136,0.970898645206551
2025-06-24,0,1,-0.005955331300461331,-0.005955331300461331,0.9651166221151769
2025-06-25,0,1,0.0062905831155934955,0.0062905831155934955,0.9711877684428333
2025-06-26,0,1,-0.0027783626191049127,-0.0027783626191049127,0.9684894566508598
2025-06-27,0,1,0.00039801477495893245,0.00039801477495893245,0.9688749297639988
2025-06-30,0,1,0.020340134193924886,0.020340134193924886,0.988581975852528
2025-07-01,0,1,0.012916154224275056,0.012916154224275056,1.001350653115978
2025-07-02,0,1,0.022230770203315764,0.022230770203315764,1.0236114493783395
2025-07-03,0,1,0.005225041050401336,0.005225041050401336,1.028959861221002
2025-07-07,0,1,-0.016857939297312052,-0.016857939297312052,1.0116137183411678
2025-07-08,0,1,0.0002858039892503772,0.0002858039892503772,1.01190284157745
2025-07-09,0,1,0.005380715910463962,0.005380715910463962,1.0173476032969695
2025-07-10,0,1,0.006014939675876629,0.006014939675876629,1.0234668877601985
2025-07-11,0,1,-0.005884835805047839,-0.005884835805047839,1.0174439531738264
2025-07-14,0,1,-0.012028812490351148,-0.012028812490351148,1.0052053106416567
2025-07-15,0,1,0.0023488240612374867,0.0023488240612374867,1.0075663610617756
2025-07-16,0,1,0.0050212956703405975,0.0050212956703405975,1.0126256496681558
2025-07-17,0,1,-0.0006661853268702389,-0.0006661853268702389,1.0119510533187344
2025-07-18,0,1,0.005523241182089356,0.005523241182089356,1.017540303050683
2025-07-21,0,1,0.0061558702516160135,0.0061558702516160135,1.023804149132053
2025-07-22,0,1,0.009036182474420285,0.009036182474420285,1.033055430241679
2025-07-23,0,1,-0.0011660856188711044,-0.0011660856188711044,1.0318507991609775
2025-07-24,0,1,-0.0018211487803653226,-0.0018211487803653226,1.0299716453365666
2025-07-25,0,1,0.0005614197975087887,0.0005614197975087887,1.0305498918091311
2025-07-28,0,1,0.0007948746335069146,0.0007948746335069146,1.0313690497766934
2025-07-29,0,1,-0.012987651582609505,-0.012987651582609505,1.0179739879051066
2025-07-30,0,1,-0.010507881543836084,-0.010507881543836084,1.0072772378254933
2025-07-31,0,1,-0.007079622090835236,-0.007079622090835236,1.0001460956409884
2025-08-01,0,1,-0.0250035932739211,-0.0250035932739211,0.975138849451081
2025-08-04,0,1,0.004792974350137147,0.004792974350137147,0.9798126649443223
2025-08-05,0,1,-0.0021146907604691068,-0.0021146907604691068,0.9777406641547739
2025-08-06,0,1,0.05090680618623611,0.05090680618623611,1.0275143186453028
2025-08-07,0,1,0.03179364268982976,0.03179364268982976,1.0601827417509955
2025-08-08,0,1,0.04235792328538146,0.04235792328538146,1.1050898809945695
2025-08-11,0,1,-0.008337416841468825,-0.008337416841468825,1.0958762860094287
2025-08-12,0,1,0.010872441677679756,0.010872441677679756,1.1077911370150184
2025-08-13,0,1,0.01602441991019199,0.01602441991019199,1.1255428473673361
2025-08-14,0,1,-0.0023571895917441354,-0.0023571895917441354,1.1228897294824598
2025-08-15,0,1,-0.005112133549474374,-0.005112133549474374,1.1171493672240123
2025-08-18,0,1,-0.0030225698834628334,-0.0030225698834628334,1.1137727051913113
2025-08-19,0,1,-0.001429259958971918,-0.001429259958971918,1.1121808344603856
2025-08-20,0,1,-0.019734572779050663,-0.019734572779050663,1.0902324208392618
2025-08-21,0,1,-0.004911289931109564,-0.004911289931109564,1.0848779733282248
2025-08-22,0,1,0.012716766064777785,0.012716766064777785,1.09867411272387
2025-08-25,0,1,-0.0026343118159346535,-0.0026343118159346535,1.09577986252686
2025-08-26,0,1,0.009464667467088184,0.009464667467088184,1.1061510545428084
2025-08-27,0,1,0.00514590705653295,0.00514590705653295,1.1118432050599716
2025-08-28,1,0,0.008980832210059075,0.008980832210059075,1.1218284823285094
2025-08-29,1,0,-0.00180597769760249,-0.0005,1.1212675680873452
2025-09-02,1,0,-0.010424735828844955,-0.0,1.1212675680873452
2025-09-03,1,0,0.038089848308826335,0.0,1.1212675680873452
2025-09-04,1,0,0.005493343195739575,0.0,1.1212675680873452
2025-09-05,1,0,-0.00037532879451496193,-0.0,1.1212675680873452
2025-09-08,1,0,-0.007551410322323426,-0.0,1.1212675680873452
2025-09-09,1,0,-0.014839409394815983,-0.0,1.1212675680873452
2025-09-10,1,0,-0.03225949486019408,-0.0,1.1212675680873452
2025-09-11,1,0,0.014286368839370622,0.0,1.1212675680873452
2025-09-12,1,0,0.017562963814985233,0.0,1.1212675680873452
2025-09-15,1,0,0.011235910376080627,0.0,1.1212675680873452
2025-09-16,1,0,0.0061258849469238985,0.0,1.1212675680873452
2025-09-17,1,0,0.0035272375318422533,0.0,1.1212675680873452
2025-09-18,1,0,-0.0046445482440198305,-0.0,1.1212675680873452
2025-09-19,1,0,0.03203293660995743,0.0,1.1212675680873452
2025-09-22,1,0,0.04309566831880085,0.0,1.1212675680873452
2025-09-23,1,0,-0.006443275472520216,-0.0,1.1212675680873452
2025-09-24,1,0,-0.008332331793480807,-0.0,1.1212675680873452
2025-09-25,1,0,0.018072995928489766,0.0,1.1212675680873452
2025-09-26,1,0,-0.005489112898051984,-0.0,1.1212675680873452
2025-09-29,1,0,-0.004031997224675621,-0.0,1.1212675680873452
2025-09-30,1,0,0.0007861188255666729,0.0,1.1212675680873452
2025-10-01,1,0,0.003220327729275496,0.0,1.1212675680873452
2025-10-02,1,0,0.00657666061710982,0.0,1.1212675680873452
2025-10-03,1,0,0.0034612223931820285,0.0,1.1212675680873452
2025-10-06,1,0,-0.005154587353288997,-0.0,1.1212675680873452
2025-10-07,1,0,-0.0008180741481198517,-0.0,1.1212675680873452
2025-10-08,1,0,0.006160271773966164,0.0,1.1212675680873452
2025-10-09,1,0,-0.015577789314472068,-0.0,1.1212675680873452
2025-10-10,1,0,-0.034522080166306646,-0.0,1.1212675680873452
2025-10-13,1,0,0.009744360696440912,0.0,1.1212675680873452
2025-10-14,1,0,0.0004441597703503941,0.0,1.1212675680873452
2025-10-15,1,0,0.0063364896410271765,0.0,1.1212675680873452
2025-10-16,1,0,-0.007580008893106838,-0.0,1.1212675680873452
2025-10-17,1,0,0.019559492412937862,0.0,1.1212675680873452
2025-10-20,1,0,0.03943873008454002,0.0,1.1212675680873452
2025-10-21,1,0,0.002021044840732289,0.0,1.1212675680873452
2025-10-22,1,0,-0.016440145325788524,-0.0,1.1212675680873452
2025-10-23,1,0,0.004372119604812541,0.0,1.1212675680873452
2025-10-24,1,0,0.012481781799657865,0.0,1.1212675680873452
2025-10-27,1,0,0.02279122619072771,0.0,1.1212675680873452
2025-10-28,1,0,0.0007068280314419528,0.0,1.1212675680873452
2025-10-29,1,0,0.0026022758625696696,0.0,1.1212675680873452
2025-10-30,1,0,0.006303231785351748,0.0,1.1212675680873452
2025-10-31,1,0,-0.0037951319176879883,-0.0,1.1212675680873452
2025-11-03,1,0,-0.0048822256465500535,-0.0,1.1212675680873452
2025-11-04,1,0,0.003679690752169673,0.0,1.1212675680873452
2025-11-05,1,0,0.00037033809935982376,0.0,1.1212675680873452
2025-11-06,1,0,-0.001369754996301431,-0.0,1.1212675680873452
2025-11-07,1,0,-0.002780485536871047,-0.0,1.1212675680873452
