Date,cluster,signal,returns,strategy_returns,equity
2025-01-24,1,0,-0.003934565764101894,,
2025-01-27,1,0,0.0317802621637584,0.0,1.0
2025-01-28,1,0,0.03654397781653196,0.0,1.0
2025-01-29,1,0,0.004616767012398215,0.0,1.0
2025-01-30,1,0,-0.007394694472410257,-0.0,1.0
2025-01-31,1,0,-0.006692159687602506,-0.0,1.0
2025-02-03,1,0,-0.03385597230587034,-0.0,1.0
2025-02-04,1,0,0.021007917727361436,0.0,1.0
2025-02-05,1,0,-0.001417632381586209,-0.0,1.0
2025-02-06,1,0,0.0032262800830575866,0.0,1.0
2025-02-07,1,0,-0.023968762146886702,-0.0,1.0
2025-02-10,1,0,0.001187337666050725,0.0,1.0
2025-02-11,1,0,0.02183178748142156,0.0,1.0
2025-02-12,1,0,0.01827014749510436,0.0,1.0
2025-02-13,1,0,0.01967323592804604,0.0,1.0
2025-02-14,1,0,0.012710684479589673,0.0,1.0
2025-02-18,1,0,-0.0005314876576546501,-0.0,1.0
2025-02-19,1,0,0.001636168138018812,0.0,1.0
2025-02-20,1,0,0.00392051404821725,0.0,1.0
2025-02-21,1,0,-0.0011390436550645644,-0.0,1.0
2025-02-24,1,0,0.006312374747486027,0.0,1.0
2025-02-25,1,0,-0.00024284399473972762,-0.0,1.0
2025-02-26,1,0,-0.0270401234489549,-0.0,1.0
2025-02-27,1,0,-0.012730935987990133,-0.0,1.0
2025-02-28,1,0,0.019131905122169668,0.0,1.0
2025-03-03,1,0,-0.015754251313333967,-0.0,1.0
2025-03-04,1,0,-0.0088223823459046,-0.0,1.0
2025-03-05,1,0,-0.0008052953828132647,-0.0,1.0
2025-03-06,1,0,-0.0017391944176556873,-0.0,1.0
2025-03-07,1,0,0.01589256603004152,0.0,1.0
2025-03-10,1,0,-0.04847955156408401,-0.0,1.0
2025-03-11,1,0,-0.02918941424893018,-0.0,1.0
2025-03-12,1,0,-0.017478699758893934,-0.0,1.0
2025-03-13,1,0,-0.033643680889180905,-0.0,1.0
2025-03-14,0,1,0.018170585220316893,0.0,1.0
2025-03-17,0,1,0.002388888765495034,0.0018888887654950341,1.001888888765495
2025-03-18,0,1,-0.006121457487563542,-0.006121457487563542,0.9957558685256548
2025-03-19,0,1,0.011989226467345793,0.011989226467345793,1.0076942111395975
2025-03-20,0,1,-0.005296369796450651,-0.005296369796450651,1.0023570899556595
2025-03-21,0,1,0.019476892079065333,0.019476892079065333,1.021879890821412
2025-03-24,0,1,0.01127038115604373,0.01127038115604373,1.0333968666866655
2025-03-25,0,1,0.013681912241200633,0.013681912241200633,1.0475357119270041
2025-03-26,0,1,-0.009921810242430995,-0.009921810242430995,1.0371422613710946
2025-03-27,0,1,0.010472672988674825,0.010472672988674825,1.0480039131171688
2025-03-28,0,1,-0.02658036232816441,-0.02658036232816441,1.0201475893851804
2025-03-31,0,1,0.019412618437147255,0.019412618437147255,1.0399513252874903
2025-04-01,0,1,0.0047720122743710736,0.0047720122743710736,1.0449139857765106
2025-04-02,0,1,0.0031363284814578396,0.0031363284814578396,1.0481911792707752
2025-04-03,2,0,-0.09245620080797823,-0.09245620080797823,0.9512794051149649
2025-04-04,2,0,-0.07288735766061138,-0.0005,0.9508037654124074
2025-04-07,2,0,-0.0367342786061855,-0.0,0.9508037654124074
2025-04-08,2,0,-0.04981823929192353,-0.0,0.9508037654124074
2025-04-09,2,0,0.1532885769098551,0.0,0.9508037654124074
2025-04-10,2,0,-0.042393803760042426,-0.0,0.9508037654124074
2025-04-11,2,0,0.040594452856169694,0.0,0.9508037654124074
2025-04-14,2,0,0.02205407661995684,0.0,0.9508037654124074
2025-04-15,2,0,-0.0018764431236599766,-0.0,0.9508037654124074
2025-04-16,2,0,-0.03893334435103357,-0.0,0.9508037654124074
2025-04-17,2,0,0.013949665806890499,0.0,0.9508037654124074
2025-04-21,2,0,-0.019392813657033492,-0.0,0.9508037654124074
2025-04-22,2,0,0.03406502870124406,0.0,0.9508037654124074
2025-04-23,2,0,0.02433161145205487,0.0,0.9508037654124074
2025-04-24,2,0,0.018426164919435495,0.0,0.9508037654124074
2025-04-25,2,0,0.004367221263343435,0.0,0.9508037654124074
2025-04-28,2,0,0.004109375580146679,0.0,0.9508037654124074
2025-04-29,2,0,0.005091894749990278,0.0,0.9508037654124074
2025-04-30,2,0,0.006107591790042166,0.0,0.9508037654124074
2025-05-01,2,0,0.0038588738658813515,0.0,0.9508037654124074
2025-05-02,2,0,-0.037361741757710676,-0.0,0.9508037654124074
2025-05-05,2,0,-0.03145849927117084,-0.0,0.9508037654124074
2025-05-06,2,0,-0.0019106137620794605,-0.0,0.9508037654124074
2025-05-07,2,0,-0.011384839554669735,-0.0,0.9508037654124074
2025-05-08,0,1,0.006318533035958307,0.0,0.9508037654124074
2025-05-09,0,1,0.0052660880535218,0.0047660880535218,0.9553353798799831
2025-05-12,0,1,0.06314616899655467,0.06314616899655467,1.0156611492262722
2025-05-13,0,1,0.010152280585241868,0.010152280585241868,1.0259724261927465
2025-05-14,0,1,-0.0028178257737542234,-0.0028178257737542234,1.0230814146470595
2025-05-15,0,1,-0.004144470399044975,-0.004144470399044975,1.0188412840082417
2025-05-16,0,1,-0.0008985774907133148,-0.0008985774907133148,1.0179257761638225
2025-05-19,0,1,-0.01173908704907789,-0.01173908704907789,1.0059762568679351
2025-05-20,0,1,-0.00919624836148425,-0.00919624836148425,0.9967250493640213
2025-05-21,0,1,-0.023059121838798324,-0.023059121838798324,0.973741445010954
2025-05-22,0,1,-0.0036122485818445016,-0.0036122485818445016,0.97022404885713
2025-05-23,0,1,-0.03024427887573744,-0.03024427887573744,0.9408803221515478
2025-05-27,0,1,0.025298317070217013,0.025298317070217013,0.9646830108664656
2025-05-28,0,1,0.0010488254734115632,0.0010488254734115632,0.9656947949820297
2025-05-29,0,1,-0.00234507522388816,-0.00234507522388816,0.9634301680444796
2025-05-30,0,1,0.004501160816033689,0.004501160816033689,0.9677667221658661
2025-06-02,0,1,0.00423197959474253,0.00423197959474253,0.9718622911865429
2025-06-03,0,1,0.007783846649397574,0.007783846649397574,0.9794271182254711
2025-06-04,0,1,-0.002213746602105271,-0.002213746602105271,0.9772589147704898
2025-06-05,0,1,-0.010797740805414291,-0.010797740805414291,0.9667067263090175
2025-06-06,0,1,0.01639826694665114,0.01639826694665114,0.982559041266156
2025-06-09,0,1,-0.012112562253018933,-0.012112562253018933,0.9706577337115531
2025-06-10,0,1,0.00605607184084711,0.00605607184084711,0.9765361066797841
2025-06-11,0,1,-0.019193760456297837,-0.019193760456297837,0.9577927065712466
